formula,candidate_family,candidate_template,candidate_novelty_bucket,chemical_plausibility_pass,ranking_rank,proposal_shortlist_selected,proposal_shortlist_rank,extrapolation_shortlist_selected,extrapolation_shortlist_rank,bn_centered_ranking_rank,bn_centered_top_n_selected,rank_shift_general_minus_bn_centered,absolute_rank_shift_vs_bn_centered,structure_generation_seed_enabled,structure_generation_seed_label,structure_generation_seed_method,structure_generation_seed_candidate_scope,structure_generation_seed_note,structure_generation_candidate_selected,structure_generation_candidate_priority_reason,structure_generation_seed_limit,structure_generation_seed_rank,structure_generation_seed_source_column,structure_generation_seed_status,seed_reference_formula,seed_reference_record_id,seed_reference_source,seed_reference_formula_row_count,seed_reference_formula_mean_band_gap,seed_reference_band_gap,seed_formula_exact_element_match,seed_formula_shared_elements,seed_formula_candidate_only_elements,seed_formula_seed_only_elements,seed_formula_element_count_l1_distance,seed_formula_edit_strategy,seed_reference_energy_per_atom,seed_reference_exfoliation_energy_per_atom,seed_reference_total_magnetization,seed_reference_abs_total_magnetization,seed_reference_has_structure_summary,seed_reference_structure_n_sites,seed_reference_structure_lattice_a,seed_reference_structure_lattice_b,seed_reference_structure_lattice_c,seed_reference_structure_lattice_gamma,seed_reference_structure_inplane_area,seed_reference_structure_cell_height,seed_reference_structure_thickness,seed_reference_structure_vacuum,seed_reference_structure_areal_number_density,seed_reference_structure_thickness_fraction
InBN,group13_bn_111_family,X1B1N1,formula_level_extrapolation,True,15,True,10.0,True,4.0,16,False,-1.0,1.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,proposal_shortlist|extrapolation_shortlist,3,2,bn_analog_neighbor_formulas,ok,ZnB2(CN)8,5833,twod_matpd,1,5.220599999999999,5.220599999999999,False,B|N,In,Zn|C,18.0,element_substitution_or_decoration,-7.91125578,0.07912036684210477,0.0,0.0,True,19.0,7.53945,7.539443,29.78994,120.0,49.227727653829035,29.789942,9.778581230436199,20.0113607695638,0.3859613454760417,0.32825109999999996
InBN,group13_bn_111_family,X1B1N1,formula_level_extrapolation,True,15,True,10.0,True,4.0,16,False,-1.0,1.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,proposal_shortlist|extrapolation_shortlist,3,3,bn_analog_neighbor_formulas,ok,CuB2(CN)8,5425,twod_matpd,1,0.8841999999999999,0.8841999999999999,False,B|N,In,Cu|C,18.0,element_substitution_or_decoration,-7.946847921578947,0.0778643463157902,1.000019,1.000019,True,19.0,7.24908,7.5787,29.73709,118.5714,48.24829375309387,29.737090000000023,9.754433415041397,19.982656584958626,0.3937963090929334,0.3280224599999996
Tl2BN,group13_bn_211_family,X2B1N1,formula_level_extrapolation,True,17,False,,True,5.0,15,False,2.0,2.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,extrapolation_shortlist,3,1,bn_analog_neighbor_formulas,ok,Si2BN,5977,twod_matpd,1,0.022399999999999753,0.022399999999999753,False,B|N,Tl,Si,4.0,element_substitution_or_decoration,-6.28884664625,,1e-07,1e-07,True,8.0,6.36856,6.456246,20.0,119.5509,35.768416415943804,20.000000000000007,0.0003751999999987987,19.999624800000007,0.22366100603866804,1.875999999993993e-05
Tl2BN,group13_bn_211_family,X2B1N1,formula_level_extrapolation,True,17,False,,True,5.0,15,False,2.0,2.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,extrapolation_shortlist,3,2,bn_analog_neighbor_formulas,ok,ZnB2(CN)8,5833,twod_matpd,1,5.220599999999999,5.220599999999999,False,B|N,Tl,Zn|C,19.0,element_substitution_or_decoration,-7.91125578,0.07912036684210477,0.0,0.0,True,19.0,7.53945,7.539443,29.78994,120.0,49.227727653829035,29.789942,9.778581230436199,20.0113607695638,0.3859613454760417,0.32825109999999996
Tl2BN,group13_bn_211_family,X2B1N1,formula_level_extrapolation,True,17,False,,True,5.0,15,False,2.0,2.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,extrapolation_shortlist,3,3,bn_analog_neighbor_formulas,ok,CuB2(CN)8,5425,twod_matpd,1,0.8841999999999999,0.8841999999999999,False,B|N,Tl,Cu|C,19.0,element_substitution_or_decoration,-7.946847921578947,0.0778643463157902,1.000019,1.000019,True,19.0,7.24908,7.5787,29.73709,118.5714,48.24829375309387,29.737090000000023,9.754433415041397,19.982656584958626,0.3937963090929334,0.3280224599999996
SnBN2,group14_bn_121_family,B1X1N2,formula_level_extrapolation,True,8,False,,False,,3,True,5.0,5.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,1,bn_analog_neighbor_formulas,ok,Si2BN,5977,twod_matpd,1,0.022399999999999753,0.022399999999999753,False,B|N,Sn,Si,4.0,element_substitution_or_decoration,-6.28884664625,,1e-07,1e-07,True,8.0,6.36856,6.456246,20.0,119.5509,35.768416415943804,20.000000000000007,0.0003751999999987987,19.999624800000007,0.22366100603866804,1.875999999993993e-05
SnBN2,group14_bn_121_family,B1X1N2,formula_level_extrapolation,True,8,False,,False,,3,True,5.0,5.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,2,bn_analog_neighbor_formulas,ok,ZnB2(CN)8,5833,twod_matpd,1,5.220599999999999,5.220599999999999,False,B|N,Sn,Zn|C,17.0,element_substitution_or_decoration,-7.91125578,0.07912036684210477,0.0,0.0,True,19.0,7.53945,7.539443,29.78994,120.0,49.227727653829035,29.789942,9.778581230436199,20.0113607695638,0.3859613454760417,0.32825109999999996
SnBN2,group14_bn_121_family,B1X1N2,formula_level_extrapolation,True,8,False,,False,,3,True,5.0,5.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,3,bn_analog_neighbor_formulas,ok,CuB2(CN)8,5425,twod_matpd,1,0.8841999999999999,0.8841999999999999,False,B|N,Sn,Cu|C,17.0,element_substitution_or_decoration,-7.946847921578947,0.0778643463157902,1.000019,1.000019,True,19.0,7.24908,7.5787,29.73709,118.5714,48.24829375309387,29.737090000000023,9.754433415041397,19.982656584958626,0.3937963090929334,0.3280224599999996
InBN2,group13_bn_121_family,X1B1N2,formula_level_extrapolation,True,9,False,,False,,4,True,5.0,5.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,1,bn_analog_neighbor_formulas,ok,ZnB2(CN)8,5833,twod_matpd,1,5.220599999999999,5.220599999999999,False,B|N,In,Zn|C,17.0,element_substitution_or_decoration,-7.91125578,0.07912036684210477,0.0,0.0,True,19.0,7.53945,7.539443,29.78994,120.0,49.227727653829035,29.789942,9.778581230436199,20.0113607695638,0.3859613454760417,0.32825109999999996
InBN2,group13_bn_121_family,X1B1N2,formula_level_extrapolation,True,9,False,,False,,4,True,5.0,5.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,2,bn_analog_neighbor_formulas,ok,Si2BN,5977,twod_matpd,1,0.022399999999999753,0.022399999999999753,False,B|N,In,Si,4.0,element_substitution_or_decoration,-6.28884664625,,1e-07,1e-07,True,8.0,6.36856,6.456246,20.0,119.5509,35.768416415943804,20.000000000000007,0.0003751999999987987,19.999624800000007,0.22366100603866804,1.875999999993993e-05
InBN2,group13_bn_121_family,X1B1N2,formula_level_extrapolation,True,9,False,,False,,4,True,5.0,5.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,3,bn_analog_neighbor_formulas,ok,CuB2(CN)8,5425,twod_matpd,1,0.8841999999999999,0.8841999999999999,False,B|N,In,Cu|C,17.0,element_substitution_or_decoration,-7.946847921578947,0.0778643463157902,1.000019,1.000019,True,19.0,7.24908,7.5787,29.73709,118.5714,48.24829375309387,29.737090000000023,9.754433415041397,19.982656584958626,0.3937963090929334,0.3280224599999996
GeBN2,group14_bn_121_family,B1X1N2,formula_level_extrapolation,True,11,False,,False,,9,True,2.0,2.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,1,bn_analog_neighbor_formulas,ok,ZnB2(CN)8,5833,twod_matpd,1,5.220599999999999,5.220599999999999,False,B|N,Ge,Zn|C,17.0,element_substitution_or_decoration,-7.91125578,0.07912036684210477,0.0,0.0,True,19.0,7.53945,7.539443,29.78994,120.0,49.227727653829035,29.789942,9.778581230436199,20.0113607695638,0.3859613454760417,0.32825109999999996
GeBN2,group14_bn_121_family,B1X1N2,formula_level_extrapolation,True,11,False,,False,,9,True,2.0,2.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,2,bn_analog_neighbor_formulas,ok,Si2BN,5977,twod_matpd,1,0.022399999999999753,0.022399999999999753,False,B|N,Ge,Si,4.0,element_substitution_or_decoration,-6.28884664625,,1e-07,1e-07,True,8.0,6.36856,6.456246,20.0,119.5509,35.768416415943804,20.000000000000007,0.0003751999999987987,19.999624800000007,0.22366100603866804,1.875999999993993e-05
GeBN2,group14_bn_121_family,B1X1N2,formula_level_extrapolation,True,11,False,,False,,9,True,2.0,2.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,3,bn_analog_neighbor_formulas,ok,CuB2(CN)8,5425,twod_matpd,1,0.8841999999999999,0.8841999999999999,False,B|N,Ge,Cu|C,17.0,element_substitution_or_decoration,-7.946847921578947,0.0778643463157902,1.000019,1.000019,True,19.0,7.24908,7.5787,29.73709,118.5714,48.24829375309387,29.737090000000023,9.754433415041397,19.982656584958626,0.3937963090929334,0.3280224599999996
SnBN,group14_bn_111_family,B1X1N1,formula_level_extrapolation,True,14,False,,False,,7,True,7.0,7.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,1,bn_analog_neighbor_formulas,ok,Si2BN,5977,twod_matpd,1,0.022399999999999753,0.022399999999999753,False,B|N,Sn,Si,3.0,element_substitution_or_decoration,-6.28884664625,,1e-07,1e-07,True,8.0,6.36856,6.456246,20.0,119.5509,35.768416415943804,20.000000000000007,0.0003751999999987987,19.999624800000007,0.22366100603866804,1.875999999993993e-05
SnBN,group14_bn_111_family,B1X1N1,formula_level_extrapolation,True,14,False,,False,,7,True,7.0,7.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,2,bn_analog_neighbor_formulas,ok,ZnB2(CN)8,5833,twod_matpd,1,5.220599999999999,5.220599999999999,False,B|N,Sn,Zn|C,18.0,element_substitution_or_decoration,-7.91125578,0.07912036684210477,0.0,0.0,True,19.0,7.53945,7.539443,29.78994,120.0,49.227727653829035,29.789942,9.778581230436199,20.0113607695638,0.3859613454760417,0.32825109999999996
SnBN,group14_bn_111_family,B1X1N1,formula_level_extrapolation,True,14,False,,False,,7,True,7.0,7.0,True,bn_structure_generation_seed_set,bn_analog_reference_exemplar,proposal_shortlist_plus_extrapolation_shortlist_plus_bn_centered_top_n,"Builds a structure-generation handoff artifact by attaching shortlisted BN candidates to nearby BN-containing train+val reference formulas and exemplar records with observed structures. This does not generate, relax, or validate new candidate structures; it only surfaces prototype seeds for downstream substitution, enumeration, or relaxation workflows.",True,bn_centered_top_10,3,3,bn_analog_neighbor_formulas,ok,CuB2(CN)8,5425,twod_matpd,1,0.8841999999999999,0.8841999999999999,False,B|N,Sn,Cu|C,18.0,element_substitution_or_decoration,-7.946847921578947,0.0778643463157902,1.000019,1.000019,True,19.0,7.24908,7.5787,29.73709,118.5714,48.24829375309387,29.737090000000023,9.754433415041397,19.982656584958626,0.3937963090929334,0.3280224599999996
